G9561,Daqingdong Railway Station,Qiqihaernan Railway Station,Second Class,39,148,2023-07-04 06:00:47,2023-07-04 17:00:47
G8461,Hangzhoudong Railway Station,Huzhou Railway Station,First Class,25,111,2023-10-12 04:23:30,2023-10-12 09:23:30
G2973,Hangzhoudong Railway Station,Huzhou Railway Station,Second Class,18,184,2023-03-22 00:37:28,2023-03-22 10:37:28
G3032,Futian Railway Station,Yongtai Railway Station,First Class,20,170,2023-01-12 02:41:00,2023-12-07 14:04:09
G3526,Futian Railway Station,Yongtai Railway Station,Second Class,17,184,2023-01-08 07:51:50,2023-06-08 06:37:51
G9588,Donggangbei Railway Station,Dagushan Railway Station,First Class,17,23,2023-10-06 07:41:39,2023-10-06 18:41:39
G9761,Donggangbei Railway Station,Dagushan Railway Station,Second Class,13,137,2023-09-16 23:30:22,2023-09-17 00:30:22
G8062,Puwan Railway Station,Wafangdianxi Railway Station,First Class,12,28,2023-01-23 09:20:27,2023-05-09 07:46:43
G9729,Puwan Railway Station,Wafangdianxi Railway Station,Second Class,10,172,2023-02-22 23:03:49,2023-05-21 07:16:25
G6780,Wanzhoubei Railway Station,Liangpingnan Railway Station,First Class,20,142,2023-07-07 06:15:22,2023-07-07 11:15:22
G8204,Wanzhoubei Railway Station,Liangpingnan Railway Station,Second Class,18,136,2023-03-08 03:55:29,2023-03-08 07:55:29
G6824,Dunhua Railway Station,Jilin Railway Station,First Class,53,138,2023-12-06 15:02:52,2023-12-06 18:02:52
G3257,Dunhua Railway Station,Jilin Railway Station,Second Class,39,45,2023-04-14 02:44:12,2023-04-14 11:44:12
G9386,Neijiangbei Railway Station,Zizhongbei Railway Station,First Class,10,12,2023-02-12 14:48:52,2023-11-19 05:46:19
G7653,Neijiangbei Railway Station,Zizhongbei Railway Station,Second Class,8,78,2023-04-27 05:31:31,2023-04-27 16:31:31
G9855,Handandong Railway Station,Shijiazhuang Railway Station,First Class,61,141,2023-10-06 06:17:20,2023-10-06 12:17:20
G2609,Handandong Railway Station,Shijiazhuang Railway Station,Second Class,51,128,2023-04-16 23:08:47,2023-04-30 08:31:27
G6044,Guanling Railway Station,Panzhou Railway Station,First Class,35,46,2023-08-13 22:06:04,2023-08-14 06:06:04
G9047,Guanling Railway Station,Panzhou Railway Station,Second Class,30,19,2023-03-07 12:05:15,2023-09-22 07:10:17
G9319,Yangquanbei Railway Station,Taiyuannan Railway Station,First Class,40,184,2023-05-22 09:53:37,2023-09-12 01:52:25
G4743,Yangquanbei Railway Station,Taiyuannan Railway Station,Second Class,39,39,2023-01-24 22:02:09,2023-01-25 05:02:09
G7753,Niuheliang Railway Station,Pingquanbei Railway Station,First Class,22,115,2023-01-24 01:49:03,2023-08-18 04:33:47
G2148,Niuheliang Railway Station,Pingquanbei Railway Station,Second Class,16,2,2023-02-26 02:31:56,2023-02-26 07:31:56
G1702,Zhongqingxi Railway Station,Hechuan Railway Station,First Class,18,18,2023-06-02 07:09:49,2023-06-02 13:09:49
G9148,Zhongqingxi Railway Station,Hechuan Railway Station,Second Class,17,29,2023-12-31 03:05:34,2023-12-31 08:05:34
G7522,Taizhou Railway Station,Linhai Railway Station,First Class,7,104,2023-03-21 08:54:46,2023-03-21 19:54:46
G4223,Taizhou Railway Station,Linhai Railway Station,Second Class,6,75,2023-01-14 09:37:52,2023-01-14 14:37:52
G5069,Wuwei Railway Station,Nanling Railway Station,First Class,24,199,2023-07-27 22:36:05,2023-07-28 08:36:05
G6257,Wuwei Railway Station,Nanling Railway Station,Second Class,18,114,2023-09-25 09:26:12,2023-09-25 19:26:12
G7721,Wenxixi Railway Station,Linfenxi Railway Station,First Class,28,199,2023-12-18 06:33:14,2023-12-18 13:33:14
G2534,Wenxixi Railway Station,Linfenxi Railway Station,Second Class,26,2,2023-12-29 15:30:52,2023-12-29 17:30:52
G8482,Zhangzhou Railway Station,Chaoshan Railway Station,First Class,52,98,2023-03-12 19:14:05,2023-03-12 20:14:05
G2422,Zhangzhou Railway Station,Chaoshan Railway Station,Second Class,46,36,2023-02-01 04:01:48,2023-06-24 02:07:04
G5031,Shanghaixi Railway Station,Kunshannan Railway Station,First Class,16,8,2023-09-16 02:07:12,2023-12-14 02:12:01
G9997,Shanghaixi Railway Station,Kunshannan Railway Station,Second Class,13,132,2023-10-04 05:17:06,2023-10-04 09:17:06
G4734,Haerbinxi Railway Station,Daqingdong Railway Station,First Class,51,175,2023-04-27 09:57:30,2023-11-23 13:18:11
G1129,Haerbinxi Railway Station,Daqingdong Railway Station,Second Class,43,23,2023-05-20 00:19:04,2023-08-16 10:15:58
G4847,Qianxi Railway Station,Bijie Railway Station,First Class,21,93,2023-05-11 05:48:45,2023-12-27 04:26:43
G8322,Qianxi Railway Station,Bijie Railway Station,Second Class,18,79,2023-07-22 19:04:13,2023-12-15 03:03:44
G1723,Suzhoubei Railway Station,Nanjingnan Railway Station,First Class,70,6,2023-02-24 11:07:31,2023-10-01 16:40:12
G3030,Suzhoubei Railway Station,Nanjingnan Railway Station,Second Class,57,93,2023-05-20 21:44:12,2023-08-20 08:59:54
G8462,Zibo Railway Station,Daminghu Railway Station,First Class,33,78,2023-01-02 20:57:57,2023-08-18 13:59:50
G2873,Zibo Railway Station,Daminghu Railway Station,Second Class,27,2,2023-07-06 06:37:18,2023-07-06 08:37:18
G7215,Huizhounan Railway Station,Shanwei Railway Station,First Class,24,0,2023-07-17 20:46:19,2023-07-18 04:46:19
G6666,Huizhounan Railway Station,Shanwei Railway Station,Second Class,20,124,2023-12-12 15:31:58,2023-12-13 00:31:58
G5890,Jingxian Railway Station,Tonglingbei Railway Station,First Class,20,30,2023-07-11 05:06:32,2023-10-29 16:55:29
G5714,Jingxian Railway Station,Tonglingbei Railway Station,Second Class,14,103,2023-04-10 15:23:10,2023-09-04 12:48:30
G4973,Jurongxi Railway Station,Yixing Railway Station,First Class,35,111,2023-12-29 09:45:41,2023-12-29 21:45:41
G5073,Jurongxi Railway Station,Yixing Railway Station,Second Class,30,181,2023-04-01 17:10:57,2023-07-24 17:27:38
G2749,Loudinan Railway Station,Shaoshannan Railway Station,First Class,18,125,2023-10-23 12:32:01,2023-10-23 22:32:01
G1882,Loudinan Railway Station,Shaoshannan Railway Station,Second Class,16,112,2023-06-30 04:55:00,2023-06-30 13:55:00
G2938,Xifeng Railway Station,Guiyangbei Railway Station,First Class,19,59,2023-10-15 11:33:17,2023-10-15 12:33:17
G2020,Xifeng Railway Station,Guiyangbei Railway Station,Second Class,16,103,2023-08-04 21:32:48,2023-08-30 00:20:20
G7746,Jiaxingnan Railway Station,Yuhang Railway Station,First Class,19,34,2023-11-30 05:49:38,2023-11-30 10:49:38
G1658,Jiaxingnan Railway Station,Yuhang Railway Station,Second Class,16,134,2023-12-29 21:21:33,2023-12-30 04:21:33
G1672,Jinzhounan Railway Station,Liaozhong Railway Station,First Class,53,163,2023-10-29 05:44:10,2023-10-29 08:44:10
G9712,Jinzhounan Railway Station,Liaozhong Railway Station,Second Class,39,112,2023-03-02 04:41:23,2023-07-26 03:03:58
G4358,Yandangshan Railway Station,Wenling Railway Station,First Class,7,167,2023-03-12 20:59:10,2023-03-13 03:59:10
G7617,Yandangshan Railway Station,Wenling Railway Station,Second Class,6,177,2023-11-17 04:46:53,2023-11-17 08:46:53
G7357,Shenyang Railway Station,Gaizhouxi Railway Station,First Class,64,180,2023-11-21 09:44:38,2023-11-21 17:44:38
G2855,Shenyang Railway Station,Gaizhouxi Railway Station,Second Class,58,166,2023-10-03 09:39:42,2023-12-29 23:53:15
G3554,Jinzhounan Railway Station,Shenyangbei Railway Station,First Class,68,115,2023-11-02 18:55:31,2023-12-24 21:57:57
G3033,Jinzhounan Railway Station,Shenyangbei Railway Station,Second Class,64,23,2023-03-22 20:37:43,2023-11-08 19:14:47
G6842,Hangzhoudong Railway Station,Yingtanbei Railway Station,First Class,158,161,2023-12-07 06:06:03,2023-12-07 10:06:03
G4777,Hangzhoudong Railway Station,Yingtanbei Railway Station,Second Class,118,91,2023-04-21 14:56:22,2023-04-21 18:56:22
G9056,Machengbei Railway Station,Jinzhai Railway Station,First Class,33,139,2023-04-26 04:38:13,2023-04-26 05:38:13
G2786,Machengbei Railway Station,Jinzhai Railway Station,Second Class,29,27,2023-07-24 01:39:16,2023-11-01 03:26:42
G8363,Yandangshan Railway Station,Wenzhounan Railway Station,First Class,23,175,2023-04-23 11:30:32,2023-04-24 05:50:11
G8430,Yandangshan Railway Station,Wenzhounan Railway Station,Second Class,20,155,2023-11-04 16:48:03,2023-11-05 01:48:03
G8014,Taiyuannan Railway Station,Yangquanbei Railway Station,First Class,44,22,2023-08-24 02:29:57,2023-10-05 15:41:41
G3859,Taiyuannan Railway Station,Yangquanbei Railway Station,Second Class,34,15,2023-08-30 05:50:29,2023-11-18 09:25:58
G3644,Shenyangbei Railway Station,Heishanbei Railway Station,First Class,32,94,2023-02-19 21:38:17,2023-03-21 20:34:19
G6632,Shenyangbei Railway Station,Heishanbei Railway Station,Second Class,29,11,2023-05-04 03:04:26,2023-05-04 09:04:26
G5973,Liuan Railway Station,Jinzhai Railway Station,First Class,19,142,2023-11-14 06:09:03,2023-11-14 08:09:03
G7062,Liuan Railway Station,Jinzhai Railway Station,Second Class,15,3,2023-04-03 17:06:34,2023-12-14 06:56:56
G9772,Nanpingshi Railway Station,Yiwu Railway Station,First Class,114,65,2023-11-27 00:10:20,2023-11-27 04:10:20
G7888,Nanpingshi Railway Station,Yiwu Railway Station,Second Class,91,103,2023-08-19 10:48:57,2023-10-15 15:39:40
G1091,Shanhaiguan Railway Station,Shenyang Railway Station,First Class,136,127,2023-09-29 00:57:57,2023-09-29 06:57:57
G2282,Shanhaiguan Railway Station,Shenyang Railway Station,Second Class,113,15,2023-03-05 02:00:12,2023-09-06 09:04:38
G5789,Jiaozhoubei Railway Station,Weifangbei Railway Station,First Class,55,159,2023-03-30 21:57:55,2023-08-24 13:08:50
G7024,Jiaozhoubei Railway Station,Weifangbei Railway Station,Second Class,42,76,2023-08-03 20:13:34,2023-08-20 10:13:29
G3620,Wuhan Railway Station,Jinzhai Railway Station,First Class,69,143,2023-10-09 04:11:20,2023-11-17 14:52:29
G2363,Wuhan Railway Station,Jinzhai Railway Station,Second Class,61,143,2023-02-15 15:08:42,2023-02-16 00:08:42
G4982,Linhai Railway Station,Ninghai Railway Station,First Class,17,122,2023-04-21 08:46:32,2023-04-21 12:46:32
G7153,Linhai Railway Station,Ninghai Railway Station,Second Class,16,142,2023-02-15 05:35:50,2023-04-30 02:56:02
G3795,Guilinbei Railway Station,Gongcheng Railway Station,First Class,35,185,2023-09-05 19:46:23,2023-09-06 07:46:23
G6223,Guilinbei Railway Station,Gongcheng Railway Station,Second Class,25,78,2023-05-08 03:10:18,2023-05-08 10:10:18
G6514,Quanzhounan Railway Station,Dongandong Railway Station,First Class,19,136,2023-10-17 17:30:36,2023-10-18 04:30:36
G4299,Quanzhounan Railway Station,Dongandong Railway Station,Second Class,16,114,2023-10-26 13:14:03,2023-10-26 19:14:03
G3609,Nanjingnan Railway Station,Danyang Railway Station,First Class,34,77,2023-10-26 09:46:30,2023-10-26 14:46:30
G9178,Nanjingnan Railway Station,Danyang Railway Station,Second Class,29,86,2023-05-04 01:58:12,2023-05-04 06:58:12
G9670,Shenqiubei Railway Station,Jieshounan Railway Station,First Class,10,72,2023-11-23 21:59:31,2023-11-24 04:59:31
G9341,Shenqiubei Railway Station,Jieshounan Railway Station,Second Class,9,106,2023-01-16 20:21:08,2023-01-17 10:32:46
G7420,Boyuquan Railway Station,Anshanxi Railway Station,First Class,49,98,2023-01-20 09:50:40,2023-02-02 15:14:21
G4993,Boyuquan Railway Station,Anshanxi Railway Station,Second Class,41,143,2023-01-17 17:00:46,2023-11-21 23:58:05
G3980,Changzhou Railway Station,Nanjing Railway Station,First Class,46,38,2023-11-08 05:26:01,2023-11-08 08:26:01
G1281,Changzhou Railway Station,Nanjing Railway Station,Second Class,36,145,2023-11-05 23:54:18,2023-11-06 00:54:18
G3145,Zhoukoudong Railway Station,Jieshounan Railway Station,First Class,26,21,2023-04-19 18:24:34,2023-07-20 15:14:12
G5501,Zhoukoudong Railway Station,Jieshounan Railway Station,Second Class,20,19,2023-04-02 10:12:31,2023-04-27 00:09:57
G1039,Miluodong Railway Station,Zhengzhoudong Railway Station,First Class,281,113,2023-05-27 14:33:55,2023-05-27 16:33:55
G3965,Miluodong Railway Station,Zhengzhoudong Railway Station,Second Class,211,193,2023-08-18 17:30:01,2023-08-18 21:30:01
G7114,Kailinan Railway Station,Guidingbei Railway Station,First Class,24,176,2023-08-13 04:33:06,2023-12-30 04:36:52
G8910,Kailinan Railway Station,Guidingbei Railway Station,Second Class,18,144,2023-06-03 15:08:48,2023-11-12 07:31:05
G8948,Liyang Railway Station,Lishui Railway Station,First Class,18,85,2023-01-28 05:23:23,2023-06-16 14:04:11
G9821,Liyang Railway Station,Lishui Railway Station,Second Class,15,113,2023-08-14 06:10:36,2023-08-14 08:10:36
G5354,Huyi Railway Station,Yangxianxi Railway Station,First Class,53,98,2023-08-29 14:09:22,2023-08-29 16:09:22
G9903,Huyi Railway Station,Yangxianxi Railway Station,Second Class,41,41,2023-05-20 18:46:54,2023-08-05 04:14:11
G2762,Donggangbei Railway Station,Dagushan Railway Station,First Class,15,99,2023-01-22 08:57:55,2023-12-27 01:16:11
G9191,Donggangbei Railway Station,Dagushan Railway Station,Second Class,14,58,2023-12-06 07:56:59,2023-12-06 13:56:59
G3515,Wuxi Railway Station,Huishan Railway Station,First Class,4,111,2023-05-24 12:25:24,2023-07-15 06:13:21
G7549,Wuxi Railway Station,Huishan Railway Station,Second Class,3,88,2023-08-06 18:25:28,2023-09-10 17:25:00
G4097,Suzhoubei Railway Station,Kunshannan Railway Station,First Class,10,6,2023-07-22 09:33:30,2023-08-28 03:46:41
G8689,Suzhoubei Railway Station,Kunshannan Railway Station,Second Class,8,11,2023-09-23 13:46:31,2023-11-24 06:42:46
G5225,Gutianbei Railway Station,Fuzhou Railway Station,First Class,24,93,2023-04-11 05:58:03,2023-07-08 05:43:44
G2420,Gutianbei Railway Station,Fuzhou Railway Station,Second Class,23,5,2023-06-06 10:03:12,2023-06-28 16:08:43
G2083,Chuzhou Railway Station,Nanjingnan Railway Station,First Class,18,70,2023-07-28 04:23:19,2023-07-28 12:23:19
G2463,Chuzhou Railway Station,Nanjingnan Railway Station,Second Class,16,10,2023-03-16 06:01:13,2023-10-23 15:06:22
G3074,Lianshui Railway Station,Lianyungang Railway Station,First Class,34,108,2023-06-22 09:30:10,2023-06-22 18:30:10
G8519,Lianshui Railway Station,Lianyungang Railway Station,Second Class,30,60,2023-01-01 20:57:42,2023-03-17 03:04:50
G2164,Zhaoyang Railway Station,Niuheliang Railway Station,First Class,35,110,2023-12-10 23:56:37,2023-12-11 01:56:37
G2341,Zhaoyang Railway Station,Niuheliang Railway Station,Second Class,30,23,2023-08-10 04:23:46,2023-08-10 13:23:46
G5250,Antingbei Railway Station,Kunshannan Railway Station,First Class,7,129,2023-12-21 07:59:15,2023-12-21 17:59:15
G2815,Antingbei Railway Station,Kunshannan Railway Station,Second Class,5,137,2023-11-08 21:05:59,2023-11-09 01:05:59
G5761,Jinanxi Railway Station,Qufudong Railway Station,First Class,46,157,2023-02-23 03:47:04,2023-11-03 17:09:37
G6059,Jinanxi Railway Station,Qufudong Railway Station,Second Class,38,60,2023-10-25 17:28:41,2023-10-25 21:28:41
G8733,Nanyangdong Railway Station,Jiaxian Railway Station,First Class,42,36,2023-08-22 05:49:56,2023-11-29 20:20:03
G8791,Nanyangdong Railway Station,Jiaxian Railway Station,Second Class,37,152,2023-01-25 03:25:08,2023-12-07 23:56:48
G6437,Zhengzhoudong Railway Station,Xuchangdong Railway Station,First Class,28,104,2023-04-29 12:37:54,2023-09-12 14:33:20
G4898,Zhengzhoudong Railway Station,Xuchangdong Railway Station,Second Class,24,187,2023-07-02 06:05:31,2023-07-02 11:05:31
G6940,Guangzhounan Railway Station,Qingyuan Railway Station,First Class,28,119,2023-11-06 05:53:46,2023-12-28 09:55:56
G9970,Guangzhounan Railway Station,Qingyuan Railway Station,Second Class,22,129,2023-08-18 09:26:20,2023-09-27 05:31:16
G6432,Yueyangdong Railway Station,Zhengzhoudong Railway Station,First Class,256,146,2023-07-09 14:49:27,2023-09-08 02:43:33
G3755,Yueyangdong Railway Station,Zhengzhoudong Railway Station,Second Class,195,26,2023-07-24 17:40:29,2023-08-11 18:28:32
G7185,Quanjiao Railway Station,Hefei Railway Station,First Class,33,180,2023-09-08 06:39:47,2023-09-08 07:39:47
G6694,Quanjiao Railway Station,Hefei Railway Station,Second Class,26,117,2023-12-23 08:39:43,2023-12-23 12:39:43
G2191,Shamenbei Railway Station,Chaoshan Railway Station,First Class,66,106,2023-07-17 02:21:23,2023-12-10 23:00:29
G6144,Shamenbei Railway Station,Chaoshan Railway Station,Second Class,57,148,2023-05-05 04:10:14,2023-07-14 22:33:46
G7380,Chaoshan Railway Station,Chaoyang Railway Station,First Class,9,80,2023-01-20 13:48:37,2023-06-13 14:13:31
G3842,Chaoshan Railway Station,Chaoyang Railway Station,Second Class,7,197,2023-10-09 16:34:26,2023-11-28 15:15:19
G9412,Xingtaidong Railway Station,Hebidong Railway Station,First Class,57,11,2023-02-20 03:15:48,2023-07-05 01:38:01
G3750,Xingtaidong Railway Station,Hebidong Railway Station,Second Class,43,108,2023-04-18 14:13:57,2023-04-18 18:13:57
G6299,Yantainan Railway Station,Weihaibei Railway Station,First Class,22,63,2023-07-21 08:38:50,2023-07-21 14:38:50
G3176,Yantainan Railway Station,Weihaibei Railway Station,Second Class,16,134,2023-02-19 01:19:39,2023-02-19 09:19:39
G8341,Shanghai Railway Station,Suzhouyuanqu Railway Station,First Class,25,44,2023-12-21 15:17:57,2023-12-22 02:17:57
G6288,Shanghai Railway Station,Suzhouyuanqu Railway Station,Second Class,18,121,2023-05-19 14:59:11,2023-10-12 09:48:14
G4793,Yixing Railway Station,Liyang Railway Station,First Class,10,62,2023-11-22 15:31:36,2023-11-23 03:31:36
G6073,Yixing Railway Station,Liyang Railway Station,Second Class,9,167,2023-08-26 02:21:57,2023-08-26 10:21:57
G7132,Tahexi Railway Station,Zhengzhoudong Railway Station,First Class,37,4,2023-09-19 08:16:43,2023-09-19 18:16:43
G8573,Tahexi Railway Station,Zhengzhoudong Railway Station,Second Class,29,5,2023-05-15 13:00:58,2023-09-24 21:02:49
G5217,Yantai Railway Station,Laiyang Railway Station,First Class,32,165,2023-02-12 11:29:49,2023-12-30 15:48:27
G4767,Yantai Railway Station,Laiyang Railway Station,Second Class,29,1,2023-09-26 11:59:41,2023-09-26 19:59:41
G2506,Nanpingshi Railway Station,Wuyishanbei Railway Station,First Class,11,87,2023-01-14 01:36:03,2023-06-15 22:22:57
G8353,Nanpingshi Railway Station,Wuyishanbei Railway Station,Second Class,9,95,2023-01-09 22:03:18,2023-05-31 20:04:30
G9278,Baodingdong Railway Station,Dingzhoudong Railway Station,First Class,21,115,2023-04-22 13:03:07,2023-11-17 21:43:25
G1814,Baodingdong Railway Station,Dingzhoudong Railway Station,Second Class,17,33,2023-09-22 01:29:44,2023-09-22 05:29:44
G1088,Jianyangnan Railway Station,Ziyangbei Railway Station,First Class,10,30,2023-07-05 02:06:48,2023-10-05 08:10:39
G5150,Jianyangnan Railway Station,Ziyangbei Railway Station,Second Class,8,37,2023-05-13 13:34:51,2023-12-09 07:46:11
G8656,Liuzhou Railway Station,Luzhaibei Railway Station,First Class,122,175,2023-12-31 22:11:41,2024-01-01 09:11:41
G8617,Liuzhou Railway Station,Luzhaibei Railway Station,Second Class,109,105,2023-10-14 09:55:21,2023-10-26 00:29:39
G8185,Fuxin Railway Station,Shenyangbei Railway Station,First Class,54,154,2023-06-21 10:04:49,2023-11-25 06:13:28
G4910,Fuxin Railway Station,Shenyangbei Railway Station,Second Class,46,143,2023-12-25 16:53:17,2023-12-25 20:53:17
G6892,Xianbei Railway Station,Baojinan Railway Station,First Class,58,29,2023-12-15 18:43:55,2023-12-16 04:43:55
G2181,Xianbei Railway Station,Baojinan Railway Station,Second Class,49,14,2023-07-18 20:56:24,2023-07-19 00:56:24
G7657,Haerbin Railway Station,Maoershanxi Railway Station,First Class,30,150,2023-02-13 17:50:48,2023-12-23 17:42:47
G6662,Haerbin Railway Station,Maoershanxi Railway Station,Second Class,25,53,2023-10-24 12:54:08,2023-11-09 15:01:46
G7938,Jinhuanan Railway Station,Wuyibei Railway Station,First Class,6,94,2023-11-13 17:18:29,2023-11-13 23:18:29
G1733,Jinhuanan Railway Station,Wuyibei Railway Station,Second Class,5,60,2023-05-11 11:06:22,2023-07-19 06:22:39
G1110,Xingtaidong Railway Station,Anyangdong Railway Station,First Class,41,47,2023-08-09 00:32:43,2023-08-09 04:32:43
G6571,Xingtaidong Railway Station,Anyangdong Railway Station,Second Class,29,11,2023-08-07 21:40:29,2023-08-08 07:40:29
G2517,Changzhou Railway Station,Nanjingnan Railway Station,First Class,46,93,2023-03-31 19:54:06,2023-04-05 23:23:49
G5354,Changzhou Railway Station,Nanjingnan Railway Station,Second Class,38,132,2023-05-03 00:06:20,2023-10-01 22:30:40
G3200,Shaodong Railway Station,Loudinan Railway Station,First Class,20,60,2023-08-10 06:35:07,2023-12-17 06:03:49
G5525,Shaodong Railway Station,Loudinan Railway Station,Second Class,15,124,2023-06-13 04:27:30,2023-11-14 01:41:15
G3099,Shangqiu Railway Station,Yongchengbei Railway Station,First Class,30,36,2023-12-08 15:34:33,2023-12-09 01:34:33
G9280,Shangqiu Railway Station,Yongchengbei Railway Station,Second Class,25,162,2023-12-13 16:01:37,2023-12-13 18:01:37
G1961,Kuitan Railway Station,Huizhounan Railway Station,First Class,59,175,2023-06-15 06:27:44,2023-06-15 16:27:44
G6191,Kuitan Railway Station,Huizhounan Railway Station,Second Class,50,64,2023-10-15 22:43:45,2023-10-16 00:43:45
